customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5682-CUST,Male,0,No,No,29,No,No,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,111.81,3145.24,Yes
5683-CUST,Female,0,Yes,No,53,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,110.81,5324.48,Yes
5684-CUST,Male,0,Yes,No,66,Yes,Yes,DSL,No,No,No,No internet service,No,No,Month-to-month,No,Mailed check,34.72,2180.62,No
5685-CUST,Male,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,112.83,3460.76,Yes
5686-CUST,Male,1,No,Yes,7,Yes,No phone service,DSL,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),63.43,443.67,Yes
5687-CUST,Male,0,No,No,49,No,Yes,DSL,Yes,No internet service,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),62.7,2938.36,Yes
5688-CUST,Male,0,Yes,No,46,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,Yes,One year,Yes,Bank transfer (automatic),36.64,1603.11,No
5689-CUST,Female,0,Yes,No,45,No,No phone service,No,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),26.56,1116.5,Yes
5690-CUST,Female,0,No,No,34,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,43.34,1359.07,Yes
5691-CUST,Male,0,Yes,No,60,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,107.77,5977.69,Yes
5692-CUST,Female,0,No,No,50,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,59.51,2685.99,No
5693-CUST,Male,0,No,No,62,Yes,No phone service,DSL,No,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,111.8,6917.19,Yes
5694-CUST,Female,0,No,Yes,7,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,No,Two year,Yes,Credit card (automatic),79.17,509.47,No
5695-CUST,Male,0,Yes,No,33,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.84,593.38,No
5696-CUST,Female,0,Yes,Yes,24,No,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,51.74,1123.82,No
5697-CUST,Male,0,Yes,Yes,43,Yes,No,DSL,No,Yes,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,31.01,1214.44,No
5698-CUST,Male,0,Yes,No,42,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,94.04,3869.17,No
5699-CUST,Female,0,No,No,49,Yes,No,No,No internet service,No,No internet service,No,No,Yes,Two year,No,Bank transfer (automatic),87.06,4098.13,No
5700-CUST,Female,0,Yes,No,12,Yes,No,DSL,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,41.31,452.3,Yes
5701-CUST,Male,0,No,Yes,45,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,One year,Yes,Mailed check,39.27,1676.74,No
5702-CUST,Female,0,Yes,No,52,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),110.05,5338.46,No
5703-CUST,Male,0,Yes,No,62,Yes,Yes,No,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,29.97,1762.47,No
5704-CUST,Female,0,Yes,Yes,1,Yes,Yes,No,No internet service,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),21.37,19.46,Yes
5705-CUST,Female,0,Yes,No,39,Yes,Yes,No,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),55.36,2135.78,No
5706-CUST,Male,0,Yes,No,22,No,Yes,Fiber optic,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),75.51,1588.69,No
5707-CUST,Female,0,No,Yes,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,111.75,6182.24,Yes
5708-CUST,Female,0,Yes,No,68,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),110.98,6924.6,Yes
5709-CUST,Male,0,Yes,No,33,Yes,No,DSL,No internet service,Yes,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),32.24,1015.66,No
5710-CUST,Female,0,Yes,No,26,No,No,DSL,No,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,98.27,2550.86,Yes
5711-CUST,Male,0,Yes,Yes,54,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,113.31,5580.64,Yes
5712-CUST,Male,0,Yes,No,3,Yes,Yes,No,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),103.02,299.93,Yes
5713-CUST,Male,0,No,No,67,Yes,Yes,DSL,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),60.25,3789.15,No
5714-CUST,Male,0,Yes,No,71,No,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,39.19,2720.27,No
5715-CUST,Male,0,No,Yes,69,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,Yes,One year,No,Mailed check,111.39,7315.75,No
5716-CUST,Female,0,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.27,1860.86,Yes
5717-CUST,Male,0,No,No,46,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Electronic check,43.82,1831.07,No
5718-CUST,Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),51.0,1874.22,Yes
5719-CUST,Female,0,Yes,No,26,Yes,No,No,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,75.3,1825.57,No
5720-CUST,Female,1,No,No,6,Yes,Yes,No,No internet service,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,59.43,352.5,Yes
5721-CUST,Female,0,Yes,Yes,22,Yes,No,DSL,No internet service,Yes,Yes,Yes,No,No internet service,Two year,No,Electronic check,22.08,439.08,No
5722-CUST,Male,0,No,No,63,Yes,Yes,No,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),76.59,4429.3,No
5723-CUST,Male,0,Yes,No,28,Yes,Yes,No,Yes,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),59.4,1574.33,No
5724-CUST,Male,0,No,Yes,60,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),66.29,3793.42,No
5725-CUST,Female,0,No,No,43,Yes,No,DSL,No,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,94.77,3865.56,Yes
5726-CUST,Male,0,No,No,68,Yes,Yes,No,No internet service,No,No,No,No internet service,No,Two year,No,Credit card (automatic),20.62,1345.78,No
5727-CUST,Female,0,Yes,Yes,26,Yes,No phone service,DSL,No,No internet service,No,No,Yes,Yes,One year,Yes,Electronic check,24.7,637.67,No
5728-CUST,Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,No internet service,No,No internet service,One year,Yes,Mailed check,18.11,192.16,No
5729-CUST,Female,0,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),61.32,928.94,No
5730-CUST,Male,0,No,No,36,Yes,Yes,DSL,No,No internet service,No,Yes,No,No,One year,Yes,Electronic check,46.61,1611.93,No
5731-CUST,Male,1,No,No,33,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No,Two year,Yes,Electronic check,59.76,1816.7,No
5732-CUST,Male,0,No,No,35,Yes,No,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,76.87,2436.52,Yes
5733-CUST,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,Two year,Yes,Mailed check,18.85,91.33,Yes
5734-CUST,Female,0,Yes,No,31,Yes,No,Fiber optic,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),34.16,1033.34,Yes
5735-CUST,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,One year,Yes,Mailed check,31.02,2221.61,No
5736-CUST,Male,1,No,No,21,Yes,Yes,No,Yes,No,Yes,No,No internet service,No,Two year,Yes,Credit card (automatic),81.36,1701.67,No
5737-CUST,Male,0,Yes,No,9,Yes,No phone service,DSL,Yes,No internet service,No,No,No internet service,No internet service,One year,No,Electronic check,78.3,696.0,Yes
5738-CUST,Female,0,Yes,No,28,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,25.91,719.31,No
5739-CUST,Male,0,No,No,10,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),99.76,973.63,Yes
5740-CUST,Male,0,No,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,Yes,Two year,No,Credit card (automatic),34.42,2213.82,No
5741-CUST,Male,0,Yes,No,55,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),35.65,1765.05,Yes
5742-CUST,Male,0,Yes,No,57,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No,Two year,Yes,Electronic check,59.08,3040.58,No
5743-CUST,Female,0,Yes,No,51,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,51.86,2583.38,Yes
5744-CUST,Female,0,No,No,60,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No,Two year,Yes,Mailed check,116.44,6870.25,No
5745-CUST,Male,0,No,Yes,16,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),110.55,1642.84,Yes
5746-CUST,Male,1,No,No,29,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),23.19,608.66,No
5747-CUST,Female,0,No,No,71,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),57.98,3712.76,No
5748-CUST,Female,0,No,No,36,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,97.93,3199.58,Yes
5749-CUST,Male,0,Yes,Yes,4,Yes,No,DSL,Yes,No,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),82.19,311.34,Yes
5750-CUST,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No internet service,No,Yes,No,Yes,One year,Yes,Electronic check,96.71,2407.45,Yes
5751-CUST,Female,0,Yes,No,69,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,59.53,3713.37,No
5752-CUST,Male,0,No,Yes,0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),57.67,0.0,Yes
5753-CUST,Female,0,No,No,8,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,96.25,734.58,Yes
5754-CUST,Female,1,Yes,No,70,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,47.78,3221.02,Yes
5755-CUST,Male,0,Yes,No,63,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,23.88,1415.0,No
5756-CUST,Male,0,Yes,No,23,Yes,No phone service,DSL,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),108.81,2455.82,Yes
5757-CUST,Female,1,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),114.5,419.72,Yes
5758-CUST,Male,1,No,No,50,Yes,Yes,No,Yes,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,80.37,3622.8,Yes
5759-CUST,Female,0,No,Yes,37,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,93.17,3358.62,Yes
5760-CUST,Male,0,No,Yes,28,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,Yes,Two year,No,Mailed check,88.34,2459.74,No
5761-CUST,Female,0,No,Yes,45,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,No internet service,One year,No,Mailed check,72.75,3223.64,No
5762-CUST,Male,1,Yes,Yes,51,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,79.23,3939.34,Yes
5763-CUST,Female,1,Yes,No,45,No,No,DSL,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,73.1,2994.96,Yes
5764-CUST,Female,0,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,29.57,1940.5,Yes
5765-CUST,Female,0,No,Yes,58,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,50.52,2786.54,No
5766-CUST,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),19.77,165.4,No
5767-CUST,Male,0,No,No,3,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,25.86,77.41,Yes
5768-CUST,Female,0,No,Yes,51,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,69.85,3513.66,No
5769-CUST,Female,1,Yes,No,17,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No,Two year,No,Credit card (automatic),36.14,578.17,No
5770-CUST,Male,0,No,Yes,50,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Credit card (automatic),54.44,2505.46,No
5771-CUST,Male,0,No,No,22,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Credit card (automatic),103.38,2251.14,No
5772-CUST,Male,0,Yes,No,24,Yes,No,DSL,No,Yes,No internet service,No,No,Yes,Two year,Yes,Credit card (automatic),26.87,607.12,No
5773-CUST,Male,0,No,No,59,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),102.85,6024.98,Yes
5774-CUST,Male,0,No,No,36,Yes,No,No,Yes,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),109.25,3661.29,No
5775-CUST,Male,0,Yes,No,67,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,Two year,No,Electronic check,50.49,3184.85,No
5776-CUST,Female,0,Yes,Yes,17,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,64.44,1085.21,No
5777-CUST,Male,0,No,No,28,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),60.04,1523.04,No
5778-CUST,Female,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No,One year,Yes,Mailed check,32.74,947.28,No
5779-CUST,Male,0,Yes,No,6,Yes,No,No,Yes,No internet service,Yes,No,No,No internet service,Two year,Yes,Credit card (automatic),27.59,149.72,No
5780-CUST,Male,0,No,No,40,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,One year,No,Credit card (automatic),63.92,2455.2,No
5781-CUST,Female,0,Yes,No,36,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,75.83,2586.9,No
5782-CUST,Female,0,No,No,26,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,67.82,1689.17,Yes
5783-CUST,Male,0,Yes,No,20,No,No,No,No,No,No,No,Yes,No internet service,Month-to-month,No,Mailed check,87.39,1637.86,Yes
5784-CUST,Female,0,Yes,No,42,No,Yes,DSL,Yes,No internet service,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),66.55,2723.59,No
5785-CUST,Female,0,No,Yes,50,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,One year,No,Bank transfer (automatic),106.09,5183.87,No
5786-CUST,Female,1,No,No,70,Yes,No,DSL,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,79.73,5419.82,No
5787-CUST,Female,0,No,No,12,Yes,Yes,DSL,No,No,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),41.08,445.35,No
5788-CUST,Male,0,Yes,Yes,52,Yes,Yes,DSL,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,107.37,5028.03,Yes
5789-CUST,Female,0,No,Yes,62,Yes,No,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,105.78,6344.29,Yes
5790-CUST,Male,0,No,Yes,56,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No,No,One year,Yes,Credit card (automatic),55.75,2846.4,No
5791-CUST,Male,0,Yes,No,24,Yes,No phone service,No,No internet service,No internet service,Yes,No,Yes,No,One year,No,Credit card (automatic),37.3,810.44,No
5792-CUST,Male,1,Yes,No,12,Yes,No,DSL,Yes,Yes,No internet service,No,No,No internet service,Two year,Yes,Electronic check,97.4,1058.09,No
5793-CUST,Male,0,Yes,Yes,36,Yes,Yes,DSL,No,No,No internet service,No internet service,No,No,One year,Yes,Credit card (automatic),24.1,782.19,No
5794-CUST,Female,0,No,No,29,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,61.65,1733.39,Yes
5795-CUST,Female,0,Yes,No,11,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,64.89,712.37,No
5796-CUST,Male,1,Yes,No,64,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,Yes,Two year,Yes,Mailed check,82.17,5027.23,No
5797-CUST,Male,0,No,Yes,17,No,No,No,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),45.68,749.68,No
5798-CUST,Male,0,Yes,No,61,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No internet service,Yes,Two year,No,Mailed check,54.2,3208.85,No
5799-CUST,Male,0,Yes,No,23,Yes,Yes,No,Yes,No internet service,No,No,Yes,No internet service,Two year,Yes,Credit card (automatic),115.24,2407.67,No
5800-CUST,Female,0,No,No,59,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,107.04,6097.13,Yes
5801-CUST,Male,1,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,56.94,897.83,Yes
5802-CUST,Female,0,No,No,59,Yes,No,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Electronic check,116.63,6763.86,Yes
5803-CUST,Male,0,No,No,8,Yes,Yes,No,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),24.35,181.1,Yes
5804-CUST,Male,1,No,Yes,51,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.03,2253.94,Yes
5805-CUST,Male,1,No,Yes,14,Yes,Yes,No,No internet service,No,No,No,No,No internet service,Two year,Yes,Bank transfer (automatic),90.49,1224.28,No
5806-CUST,Male,0,No,No,27,Yes,Yes,DSL,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),79.23,2077.29,No
5807-CUST,Female,1,Yes,Yes,8,Yes,Yes,No,Yes,No,No internet service,Yes,Yes,No,Two year,No,Electronic check,71.59,569.11,Yes
5808-CUST,Female,0,No,Yes,55,No,Yes,DSL,No,No,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),96.56,4825.04,Yes
5809-CUST,Female,0,No,No,35,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),117.69,4102.65,Yes
5810-CUST,Male,1,No,Yes,55,No,No phone service,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,89.1,4420.05,Yes
5811-CUST,Male,0,No,No,70,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,One year,No,Bank transfer (automatic),62.14,4107.34,No
5812-CUST,Female,0,Yes,No,19,No,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),87.67,1566.74,Yes
5813-CUST,Female,0,Yes,No,54,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Two year,No,Mailed check,71.9,3498.98,No
5814-CUST,Male,0,Yes,Yes,59,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),82.53,4748.91,No
5815-CUST,Male,0,No,Yes,34,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,86.61,2655.24,Yes
5816-CUST,Female,0,Yes,Yes,0,Yes,Yes,DSL,No internet service,No,No,Yes,No,No,Two year,No,Mailed check,119.34,0.0,Yes
5817-CUST,Male,0,Yes,Yes,44,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),68.64,2814.06,No
5818-CUST,Male,0,No,Yes,68,Yes,No,DSL,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,95.95,5996.7,Yes
5819-CUST,Female,0,No,No,39,Yes,No,No,No internet service,No internet service,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),114.91,4256.07,Yes
5820-CUST,Male,1,Yes,No,37,Yes,Yes,No,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Electronic check,40.45,1350.86,No
5821-CUST,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),57.08,1203.1,No
5822-CUST,Male,0,Yes,No,3,Yes,Yes,DSL,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,74.73,222.67,Yes
5823-CUST,Female,0,Yes,No,68,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,58.25,3926.18,Yes
5824-CUST,Male,0,No,No,12,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),92.49,1023.29,Yes
5825-CUST,Female,1,No,Yes,20,Yes,No,DSL,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),34.92,638.09,No
5826-CUST,Female,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No internet service,Two year,No,Mailed check,114.54,3377.89,No
5827-CUST,Female,0,No,No,37,Yes,No,No,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),56.44,2021.14,No
5828-CUST,Female,0,No,Yes,31,Yes,Yes,No,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),111.31,3197.17,No
5829-CUST,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No,Two year,No,Mailed check,115.69,5974.75,No
5830-CUST,Male,0,No,No,47,Yes,No,No,No,No,No,No,No,Yes,One year,No,Credit card (automatic),38.04,1786.09,No
5831-CUST,Female,0,No,Yes,29,Yes,Yes,DSL,No,Yes,No,No,No internet service,No,One year,No,Bank transfer (automatic),75.55,2078.6,No
5832-CUST,Male,0,Yes,No,70,Yes,No,No,No,No,No,No,No internet service,No internet service,One year,Yes,Mailed check,95.69,6621.58,No
5833-CUST,Male,0,No,No,37,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,21.49,745.91,Yes
5834-CUST,Male,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),59.02,2299.67,Yes
5835-CUST,Male,0,No,No,25,Yes,Yes,DSL,No,No internet service,Yes,No,No internet service,Yes,Two year,No,Electronic check,60.27,1397.27,No
5836-CUST,Male,0,No,No,1,Yes,No,DSL,Yes,No internet service,No internet service,No,Yes,Yes,One year,No,Credit card (automatic),85.88,82.87,Yes
5837-CUST,Female,0,No,No,42,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,One year,No,Mailed check,71.21,2854.5,No
5838-CUST,Female,0,Yes,Yes,42,Yes,No phone service,No,No,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,92.63,3640.83,Yes
5839-CUST,Female,0,No,No,62,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,No,One year,Yes,Electronic check,54.76,3230.31,No
5840-CUST,Female,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,59.55,4286.33,Yes
5841-CUST,Male,0,No,Yes,57,Yes,Yes,DSL,No,No,No,No,No,No internet service,Two year,Yes,Credit card (automatic),59.52,3289.69,No
5842-CUST,Male,0,No,No,47,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,No,Two year,Yes,Electronic check,51.45,2334.72,No
5843-CUST,Female,0,Yes,No,4,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,25.98,99.3,Yes
5844-CUST,Male,0,Yes,Yes,34,Yes,No,No,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,64.69,2019.91,No
5845-CUST,Male,0,No,No,15,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No,One year,Yes,Electronic check,106.11,1530.84,No
5846-CUST,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,61.39,2822.47,No
5847-CUST,Male,0,No,No,59,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,32.63,1884.17,No
5848-CUST,Female,0,No,No,50,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,49.33,2300.53,No
5849-CUST,Female,0,Yes,Yes,58,Yes,No,Fiber optic,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),95.34,5198.44,Yes
5850-CUST,Male,1,Yes,No,63,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,43.96,2767.34,No
5851-CUST,Male,0,Yes,No,12,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,One year,Yes,Mailed check,24.02,269.42,No
5852-CUST,Female,0,No,No,25,No,No,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),23.55,562.27,No
5853-CUST,Female,0,Yes,Yes,69,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,79.91,5138.77,Yes
5854-CUST,Male,0,No,Yes,2,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,109.58,211.42,Yes
